price_close,price_high,price_low,price_open,timestamp,volume,datetime
11.4788000000000000,12.5890000000000000,11.2800000000000000,12.4815000000000000,1527465600,3471494.8200000000000000,2018-05-28 00:00:00+00:00
12.1112000000000000,12.4650000000000000,10.7000000000000000,11.4853000000000000,1527552000,6706920.3300000000000000,2018-05-29 00:00:00+00:00
11.8968000000000000,12.8200000000000000,11.6206000000000000,12.1113000000000000,1527638400,6514864.1800000000000000,2018-05-30 00:00:00+00:00
12.2353000000000000,12.7400000000000000,11.8116000000000000,11.8712000000000000,1527724800,6540020.8000000000000000,2018-05-31 00:00:00+00:00
12.2048000000000000,12.3889000000000000,11.8354000000000000,12.2351000000000000,1527811200,5946136.8800000000000000,2018-06-01 00:00:00+00:00
14.6976000000000000,15.6774000000000000,12.1039000000000000,12.2143000000000000,1527897600,9812623.6300000000000000,2018-06-02 00:00:00+00:00
14.5304000000000000,15.4510000000000000,14.2266000000000000,14.6976000000000000,1527984000,5800716.3800000000000000,2018-06-03 00:00:00+00:00
13.4620000000000000,14.8424000000000000,13.2300000000000000,14.5304000000000000,1528070400,4878116.5300000000000000,2018-06-04 00:00:00+00:00
14.1996000000000000,14.3000000000000000,12.7100000000000000,13.4619000000000000,1528156800,6430602.8400000000000000,2018-06-05 00:00:00+00:00
13.9072000000000000,14.3000000000000000,13.3677000000000000,14.1978000000000000,1528243200,5958713.3300000000000000,2018-06-06 00:00:00+00:00
14.7207000000000000,14.7409000000000000,13.6000000000000000,13.9100000000000000,1528329600,6061410.7700000000000000,2018-06-07 00:00:00+00:00
13.9637000000000000,14.9000000000000000,13.5500000000000000,14.7205000000000000,1528416000,2727726.0600000000000000,2018-06-08 00:00:00+00:00
14.1500000000000000,15.0015000000000000,13.9200000000000000,13.9794000000000000,1528502400,2592900.6500000000000000,2018-06-09 00:00:00+00:00
11.7313000000000000,14.1642000000000000,10.9800000000000000,14.1500000000000000,1528588800,10540465.9500000000000000,2018-06-10 00:00:00+00:00
11.7719000000000000,11.9300000000000000,10.6100000000000000,11.7355000000000000,1528675200,8878723.1000000000000000,2018-06-11 00:00:00+00:00
10.0909000000000000,11.7800000000000000,9.6800000000000000,11.7710000000000000,1528761600,9168694.8500000000000000,2018-06-12 00:00:00+00:00
10.0370000000000000,10.4700000000000000,9.1200000000000000,10.0909000000000000,1528848000,10351432.7800000000000000,2018-06-13 00:00:00+00:00
11.2534000000000000,11.7899000000000000,9.4620000000000000,10.0312000000000000,1528934400,10052349.0000000000000000,2018-06-14 00:00:00+00:00
10.6547000000000000,11.4500000000000000,10.5107000000000000,11.2534000000000000,1529020800,5408054.3800000000000000,2018-06-15 00:00:00+00:00
10.5254000000000000,10.8667000000000000,10.1600000000000000,10.6504000000000000,1529107200,6053921.0500000000000000,2018-06-16 00:00:00+00:00
