x,y,z[0],z[1],z[2],z[3],z[4],z[5],z[6],z[7],z[8],z[9],z[10]
,2011-05-18,0.148262209,0.275846898,0.394632644,0.469423669,0.548614166,0.632204136,0.720193577,0.81258249,0.913770348,1.014958205,None
,2011-05-19,0.148262209,0.275846898,0.390233172,0.465024197,0.544214694,0.627804663,0.715794105,0.808183018,0.909370875,1.010558733,None
,2011-05-20,0.148262209,0.275846898,0.3858337,0.460624725,0.539815222,0.623405191,0.711394633,0.803783546,0.900571931,1.001759789,None
,2011-05-23,0.148262209,0.275846898,0.372635284,0.447426309,0.526616806,0.605807303,0.693796744,0.786185658,0.882974043,0.984161901,None
,2011-05-24,0.148262209,0.275846898,0.372635284,0.447426309,0.526616806,0.605807303,0.693796744,0.786185658,0.882974043,0.984161901,None
,2011-05-25,0.148262209,0.275846898,0.381434228,0.456225253,0.53541575,0.614606247,0.702595689,0.794984602,0.891772987,0.992960845,None
,2011-05-26,0.148262209,0.275846898,0.3858337,0.460624725,0.539815222,0.623405191,0.711394633,0.803783546,0.900571931,1.001759789,None
,2011-05-27,0.148262209,0.275846898,0.390233172,0.465024197,0.544214694,0.627804663,0.715794105,0.808183018,0.904971403,1.006159261,None
,2011-05-30,0.148262209,0.275846898,0.390233172,0.465024197,0.544214694,0.627804663,0.715794105,0.808183018,0.904971403,1.006159261,None
,2011-05-31,0.148262209,0.275846898,0.394632644,0.469423669,0.548614166,0.632204136,0.720193577,0.81258249,0.913770348,1.014958205,None
,2011-06-01,0.148262209,0.267047954,0.372635284,0.447426309,0.522217334,0.601407831,0.689397272,0.777386714,0.869775627,0.970963484,None
,2011-06-02,0.148262209,0.267047954,0.372635284,0.443026837,0.522217334,0.601407831,0.6849978,0.777386714,0.869775627,0.966564012,None
,2011-06-03,0.148262209,0.271447426,0.359436868,0.434227893,0.509018918,0.592608887,0.676198856,0.764188297,0.856577211,0.957765068,None
,2011-06-06,0.148262209,0.271447426,0.355037396,0.425428949,0.504619446,0.583809943,0.667399912,0.755389353,0.847778267,0.944566652,None
,2011-06-07,0.148262209,0.271447426,0.36383634,0.438627365,0.51341839,0.592608887,0.676198856,0.768587769,0.860976683,0.957765068,None
,2011-06-08,0.148262209,0.271447426,0.359436868,0.429828421,0.509018918,0.588209415,0.671799384,0.759788825,0.856577211,0.953365596,None
,2011-06-09,0.148262209,0.271447426,0.359436868,0.429828421,0.509018918,0.588209415,0.671799384,0.759788825,0.856577211,0.953365596,None
,2011-06-10,0.148262209,0.271447426,0.350637923,0.421029476,0.495820502,0.579410471,0.66300044,0.750989881,0.843378795,0.944566652,None
,2011-06-13,0.148262209,0.271447426,0.350637923,0.421029476,0.495820502,0.579410471,0.66300044,0.750989881,0.843378795,0.944566652,None
,2011-06-14,0.148262209,0.271447426,0.359436868,0.434227893,0.51341839,0.592608887,0.676198856,0.768587769,0.860976683,0.96216454,None
,2011-06-15,0.148262209,0.271447426,0.350637923,0.421029476,0.495820502,0.579410471,0.66300044,0.750989881,0.847778267,0.944566652,None
,2011-06-16,0.148262209,0.271447426,0.350637923,0.421029476,0.495820502,0.579410471,0.66300044,0.750989881,0.847778267,0.944566652,None
,2011-06-17,0.148262209,0.271447426,0.350637923,0.421029476,0.495820502,0.579410471,0.66300044,0.750989881,0.847778267,0.944566652,None
,2011-06-20,0.148262209,0.267047954,0.337439507,0.412230532,0.487021557,0.566212055,0.645402552,0.737791465,0.830180378,0.926968764,None
,2011-06-21,0.152661681,0.267047954,0.355037396,0.425428949,0.504619446,0.583809943,0.667399912,0.755389353,0.852177739,0.948966124,None
,2011-06-22,0.152661681,0.284645842,0.350637923,0.421029476,0.495820502,0.579410471,0.66300044,0.750989881,0.843378795,0.944566652,None
,2011-06-23,0.152661681,0.284645842,0.346238451,0.416630004,0.491421029,0.570611527,0.649802024,0.737791465,0.825780906,0.922569292,None
,2011-06-24,0.152661681,0.284645842,0.346238451,0.416630004,0.491421029,0.570611527,0.649802024,0.737791465,0.825780906,0.922569292,None
,2011-06-27,0.152661681,0.284645842,0.346238451,0.416630004,0.491421029,0.566212055,0.645402552,0.733391993,0.821381434,0.913770348,None
,2011-06-28,0.152661681,0.284645842,0.346238451,0.416630004,0.491421029,0.566212055,0.645402552,0.733391993,0.821381434,0.913770348,None
,2011-06-29,0.152661681,0.284645842,0.346238451,0.416630004,0.491421029,0.570611527,0.649802024,0.737791465,0.825780906,0.922569292,None
,2011-06-30,0.152661681,0.284645842,0.346238451,0.416630004,0.491421029,0.570611527,0.654201496,0.737791465,0.830180378,0.926968764,None
,2011-07-01,0.152661681,0.284645842,0.346238451,0.421029476,0.495820502,0.579410471,0.66300044,0.750989881,0.847778267,0.948966124,None
,2011-07-04,0.152661681,0.284645842,0.346238451,0.421029476,0.495820502,0.579410471,0.66300044,0.750989881,0.847778267,0.948966124,None
,2011-07-05,0.152661681,0.271447426,0.36383634,0.438627365,0.517817862,0.597008359,0.6849978,0.772987242,0.869775627,0.970963484,None
,2011-07-06,0.152661681,0.271447426,0.359436868,0.434227893,0.51341839,0.592608887,0.680598328,0.768587769,0.865376155,0.966564012,None
,2011-07-07,0.152661681,0.28024637,0.368235812,0.443026837,0.522217334,0.601407831,0.689397272,0.781786186,0.878574571,0.979762429,None
,2011-07-08,0.152661681,0.267047954,0.355037396,0.425428949,0.504619446,0.583809943,0.671799384,0.759788825,0.856577211,0.957765068,None
,2011-07-11,0.152661681,0.267047954,0.355037396,0.425428949,0.504619446,0.583809943,0.671799384,0.759788825,0.856577211,0.957765068,None
,2011-07-12,0.152661681,0.267047954,0.355037396,0.425428949,0.504619446,0.583809943,0.667399912,0.759788825,0.852177739,0.953365596,None
,2011-07-13,0.152661681,0.267047954,0.355037396,0.425428949,0.504619446,0.583809943,0.671799384,0.759788825,0.856577211,0.957765068,None
,2011-07-14,0.152661681,0.267047954,0.346238451,0.416630004,0.495820502,0.575010999,0.66300044,0.750989881,0.847778267,0.948966124,None
,2011-07-15,0.152661681,0.271447426,0.355037396,0.425428949,0.504619446,0.583809943,0.671799384,0.759788825,0.856577211,0.957765068,None
,2011-07-18,0.152661681,0.262648482,0.341838979,0.412230532,0.487021557,0.566212055,0.649802024,0.737791465,0.830180378,0.926968764,None
,2011-07-19,0.152661681,0.267047954,0.355037396,0.425428949,0.500219974,0.579410471,0.66300044,0.750989881,0.843378795,0.944566652,None
,2011-07-20,0.152661681,0.267047954,0.355037396,0.425428949,0.500219974,0.579410471,0.66300044,0.750989881,0.843378795,0.944566652,None
,2011-07-21,0.152661681,0.267047954,0.355037396,0.425428949,0.500219974,0.579410471,0.66300044,0.750989881,0.843378795,0.944566652,None
,2011-07-22,0.152661681,0.267047954,0.355037396,0.425428949,0.500219974,0.579410471,0.66300044,0.750989881,0.843378795,0.944566652,None
,2011-07-25,0.152661681,0.267047954,0.355037396,0.425428949,0.500219974,0.579410471,0.66300044,0.750989881,0.843378795,0.944566652,None
,2011-07-26,0.152661681,0.267047954,0.355037396,0.425428949,0.500219974,0.579410471,0.66300044,0.750989881,0.843378795,0.944566652,None
,2011-07-27,0.152661681,0.271447426,0.355037396,0.421029476,0.495820502,0.570611527,0.654201496,0.737791465,0.825780906,0.91816982,None
,2011-07-28,0.152661681,0.271447426,0.355037396,0.421029476,0.495820502,0.570611527,0.654201496,0.737791465,0.825780906,0.91816982,None
,2011-07-29,0.152661681,0.271447426,0.355037396,0.416630004,0.487021557,0.55741311,0.627804663,0.706995161,0.79058513,0.874175099,None
,2011-08-01,0.152661681,0.271447426,0.355037396,0.416630004,0.487021557,0.55741311,0.627804663,0.706995161,0.79058513,0.874175099,None
,2011-08-02,0.152661681,0.271447426,0.337439507,0.399032116,0.460624725,0.526616806,0.601407831,0.689397272,0.759788825,0.843378795,None
,2011-08-03,0.152661681,0.262648482,0.333040035,0.359436868,0.443026837,0.51341839,0.579410471,0.654201496,0.742190937,0.843378795,None
,2011-08-04,0.152661681,0.262648482,0.333040035,0.359436868,0.443026837,0.51341839,0.579410471,0.654201496,0.742190937,0.843378795,None
,2011-08-05,0.152661681,0.25824901,0.319841619,0.355037396,0.421029476,0.487021557,0.53541575,0.610206775,0.676198856,0.79058513,None
,2011-08-08,0.152661681,0.25824901,0.319841619,0.355037396,0.421029476,0.487021557,0.53541575,0.610206775,0.676198856,0.79058513,None
,2011-08-09,0.152661681,0.25824901,0.297844259,0.328640563,0.3858337,0.429828421,0.491421029,0.539815222,0.601407831,0.6849978,None
,2011-08-10,0.152661681,0.245050594,0.289045315,0.328640563,0.36383634,0.416630004,0.460624725,0.51341839,0.583809943,0.654201496,None
,2011-08-11,0.152661681,0.25824901,0.297844259,0.328640563,0.3858337,0.429828421,0.491421029,0.539815222,0.601407831,0.6849978,None
,2011-08-12,0.152661681,0.253849538,0.297844259,0.341838979,0.394632644,0.451825781,0.500219974,0.531016278,0.570611527,0.610206775,None
,2011-08-15,0.152661681,0.25824901,0.306643203,0.36383634,0.451825781,0.526616806,0.575010999,0.649802024,0.706995161,0.764188297,None
,2011-08-16,0.152661681,0.25824901,0.293444787,0.324241091,0.372635284,0.421029476,0.478222613,0.517817862,0.561812582,0.649802024,None
,2011-08-17,0.152661681,0.245050594,0.293444787,0.341838979,0.381434228,0.425428949,0.469423669,0.51341839,0.553013638,0.597008359,None
,2011-08-18,0.152661681,0.245050594,0.293444787,0.341838979,0.381434228,0.425428949,0.469423669,0.51341839,0.553013638,0.597008359,None
,2011-08-19,0.152661681,0.245050594,0.293444787,0.341838979,0.381434228,0.425428949,0.469423669,0.51341839,0.553013638,0.597008359,None
,2011-08-22,0.152661681,0.223053234,0.275846898,0.306643203,0.333040035,0.355037396,0.390233172,0.429828421,0.460624725,0.495820502,None
,2011-08-23,0.152661681,0.223053234,0.271447426,0.302243731,0.333040035,0.359436868,0.390233172,0.429828421,0.460624725,0.495820502,None
,2011-08-24,0.152661681,0.223053234,0.271447426,0.311042675,0.337439507,0.372635284,0.403431588,0.429828421,0.465024197,0.495820502,None
,2011-08-25,0.152661681,0.223053234,0.271447426,0.311042675,0.337439507,0.372635284,0.403431588,0.429828421,0.465024197,0.495820502,None
,2011-08-26,0.152661681,0.223053234,0.271447426,0.311042675,0.337439507,0.372635284,0.403431588,0.429828421,0.465024197,0.495820502,None
,2011-08-29,0.152661681,0.223053234,0.271447426,0.311042675,0.337439507,0.372635284,0.403431588,0.429828421,0.465024197,0.495820502,None
,2011-08-30,0.152661681,0.223053234,0.271447426,0.311042675,0.337439507,0.372635284,0.403431588,0.429828421,0.465024197,0.495820502,None
,2011-08-31,0.152661681,0.218653762,0.267047954,0.293444787,0.328640563,0.359436868,0.3858337,0.421029476,0.451825781,0.487021557,None
,2011-09-01,0.152661681,0.218653762,0.267047954,0.293444787,0.328640563,0.359436868,0.3858337,0.421029476,0.451825781,0.487021557,None
,2011-09-02,0.152661681,0.218653762,0.262648482,0.293444787,0.328640563,0.359436868,0.3858337,0.421029476,0.451825781,0.487021557,None
,2011-09-05,0.152661681,0.218653762,0.262648482,0.293444787,0.328640563,0.359436868,0.3858337,0.421029476,0.451825781,0.487021557,None
,2011-09-06,0.152661681,0.218653762,0.245050594,0.275846898,0.306643203,0.333040035,0.36383634,0.390233172,0.416630004,0.438627365,None
,2011-09-07,0.152661681,0.218653762,0.249450066,0.28024637,0.306643203,0.333040035,0.36383634,0.399032116,0.421029476,0.443026837,None
,2011-09-08,0.152661681,0.205455345,0.240651122,0.275846898,0.306643203,0.333040035,0.36383634,0.399032116,0.425428949,0.456225253,None
,2011-09-09,0.152661681,0.205455345,0.240651122,0.267047954,0.293444787,0.319841619,0.350637923,0.381434228,0.40783106,0.438627365,None
,2011-09-12,0.152661681,0.205455345,0.240651122,0.262648482,0.289045315,0.315442147,0.350637923,0.381434228,0.40783106,0.438627365,None
,2011-09-13,0.152661681,0.205455345,0.240651122,0.262648482,0.289045315,0.315442147,0.350637923,0.381434228,0.40783106,0.438627365,None
,2011-09-14,0.152661681,0.209854817,0.240651122,0.267047954,0.289045315,0.319841619,0.355037396,0.3858337,0.412230532,0.443026837,None
,2011-09-15,0.152661681,0.209854817,0.240651122,0.271447426,0.293444787,0.324241091,0.36383634,0.399032116,0.438627365,0.478222613,None
,2011-09-16,0.152661681,0.218653762,0.245050594,0.271447426,0.302243731,0.337439507,0.381434228,0.421029476,0.465024197,0.504619446,None
,2011-09-19,0.152661681,0.218653762,0.245050594,0.271447426,0.302243731,0.333040035,0.377034756,0.416630004,0.460624725,0.504619446,None
,2011-09-20,0.152661681,0.218653762,0.245050594,0.271447426,0.302243731,0.333040035,0.377034756,0.416630004,0.465024197,0.509018918,None
,2011-09-21,0.152661681,0.223053234,0.249450066,0.28024637,0.306643203,0.337439507,0.381434228,0.421029476,0.469423669,0.517817862,None
,2011-09-22,0.152661681,0.214254289,0.23625165,0.267047954,0.293444787,0.324241091,0.359436868,0.394632644,0.429828421,0.478222613,None
,2011-09-23,0.152661681,0.214254289,0.23625165,0.267047954,0.293444787,0.324241091,0.359436868,0.394632644,0.429828421,0.478222613,None
,2011-09-26,0.152661681,0.214254289,0.23625165,0.267047954,0.297844259,0.333040035,0.36383634,0.399032116,0.438627365,0.478222613,None
,2011-09-27,0.165860097,0.231852178,0.245050594,0.28024637,0.315442147,0.355037396,0.390233172,0.425428949,0.465024197,0.526616806,None
,2011-09-28,0.165860097,0.231852178,0.245050594,0.28024637,0.315442147,0.355037396,0.390233172,0.425428949,0.465024197,0.526616806,None
,2011-09-29,0.165860097,0.231852178,0.245050594,0.28024637,0.315442147,0.355037396,0.390233172,0.425428949,0.465024197,0.526616806,None
,2011-09-30,0.161460625,0.227452706,0.245050594,0.271447426,0.311042675,0.355037396,0.390233172,0.425428949,0.469423669,0.51341839,None
,2011-10-03,0.161460625,0.227452706,0.245050594,0.267047954,0.302243731,0.346238451,0.3858337,0.425428949,0.469423669,0.51341839,None
,2011-10-04,0.161460625,0.223053234,0.227452706,0.253849538,0.275846898,0.302243731,0.328640563,0.359436868,0.3858337,0.425428949,None
,2011-10-05,0.161460625,0.223053234,0.227452706,0.253849538,0.275846898,0.302243731,0.328640563,0.359436868,0.3858337,0.425428949,None
,2011-10-06,0.161460625,0.223053234,0.227452706,0.253849538,0.275846898,0.302243731,0.328640563,0.359436868,0.3858337,0.425428949,None
,2011-10-07,0.161460625,0.223053234,0.227452706,0.253849538,0.275846898,0.302243731,0.328640563,0.359436868,0.3858337,0.425428949,None
,2011-10-10,0.161460625,0.223053234,0.227452706,0.253849538,0.275846898,0.302243731,0.328640563,0.359436868,0.3858337,0.425428949,None
,2011-10-11,0.161460625,0.223053234,0.227452706,0.253849538,0.275846898,0.302243731,0.328640563,0.359436868,0.3858337,0.425428949,None
,2011-10-12,0.161460625,0.223053234,0.227452706,0.253849538,0.275846898,0.302243731,0.328640563,0.359436868,0.3858337,0.425428949,None
,2011-10-13,0.161460625,0.245050594,0.262648482,0.306643203,0.350637923,0.3858337,0.425428949,0.473823141,0.531016278,0.583809943,None
,2011-10-14,0.161460625,0.249450066,0.271447426,0.315442147,0.350637923,0.399032116,0.438627365,0.478222613,0.526616806,0.583809943,None
,2011-10-17,0.161460625,0.240651122,0.267047954,0.306643203,0.346238451,0.390233172,0.434227893,0.482622085,0.539815222,0.583809943,None
,2011-10-18,0.161460625,0.249450066,0.271447426,0.315442147,0.350637923,0.403431588,0.447426309,0.482622085,0.531016278,0.592608887,None
,2011-10-19,0.161460625,0.249450066,0.271447426,0.315442147,0.350637923,0.403431588,0.447426309,0.482622085,0.531016278,0.592608887,None
,2011-10-20,0.161460625,0.253849538,0.271447426,0.319841619,0.36383634,0.40783106,0.447426309,0.491421029,0.53541575,0.592608887,None
,2011-10-21,0.161460625,0.25824901,0.284645842,0.324241091,0.368235812,0.40783106,0.447426309,0.487021557,0.53541575,0.592608887,None
,2011-10-24,0.161460625,0.25824901,0.284645842,0.324241091,0.368235812,0.40783106,0.447426309,0.500219974,0.539815222,0.592608887,None
,2011-10-25,0.161460625,0.25824901,0.284645842,0.324241091,0.368235812,0.40783106,0.447426309,0.500219974,0.539815222,0.592608887,None
,2011-10-26,0.161460625,0.25824901,0.284645842,0.333040035,0.368235812,0.416630004,0.460624725,0.504619446,0.553013638,0.605807303,None
,2011-10-27,0.161460625,0.25824901,0.297844259,0.333040035,0.377034756,0.434227893,0.487021557,0.53541575,0.583809943,0.64100308,None
,2011-10-28,0.161460625,0.25824901,0.297844259,0.341838979,0.390233172,0.447426309,0.504619446,0.566212055,0.614606247,0.667399912,None
,2011-10-31,0.161460625,0.25824901,0.302243731,0.346238451,0.390233172,0.443026837,0.500219974,0.553013638,0.605807303,0.66300044,None
,2011-11-01,0.161460625,0.249450066,0.293444787,0.341838979,0.390233172,0.434227893,0.487021557,0.53541575,0.588209415,0.64100308,None
,2011-11-02,0.161460625,0.249450066,0.293444787,0.341838979,0.390233172,0.434227893,0.487021557,0.53541575,0.588209415,0.64100308,None
,2011-11-03,0.161460625,0.253849538,0.302243731,0.350637923,0.394632644,0.447426309,0.500219974,0.55741311,0.605807303,0.658600968,None
,2011-11-04,0.161460625,0.253849538,0.302243731,0.350637923,0.394632644,0.447426309,0.500219974,0.55741311,0.605807303,0.658600968,None
,2011-11-07,0.161460625,0.253849538,0.302243731,0.350637923,0.394632644,0.447426309,0.500219974,0.55741311,0.605807303,0.658600968,None
,2011-11-08,0.161460625,0.253849538,0.302243731,0.350637923,0.394632644,0.447426309,0.509018918,0.566212055,0.614606247,0.667399912,None
,2011-11-09,0.161460625,0.253849538,0.302243731,0.350637923,0.399032116,0.443026837,0.500219974,0.553013638,0.601407831,0.649802024,None
,2011-11-10,0.161460625,0.253849538,0.302243731,0.350637923,0.399032116,0.443026837,0.500219974,0.553013638,0.601407831,0.649802024,None
,2011-11-11,0.161460625,0.253849538,0.302243731,0.350637923,0.399032116,0.443026837,0.500219974,0.553013638,0.601407831,0.649802024,None
,2011-11-14,0.161460625,0.253849538,0.302243731,0.350637923,0.399032116,0.447426309,0.504619446,0.55741311,0.605807303,0.654201496,None
,2011-11-15,0.161460625,0.253849538,0.302243731,0.350637923,0.399032116,0.447426309,0.504619446,0.55741311,0.605807303,0.654201496,None
,2011-11-16,0.161460625,0.253849538,0.302243731,0.350637923,0.399032116,0.447426309,0.504619446,0.55741311,0.605807303,0.654201496,None
,2011-11-17,0.161460625,0.253849538,0.297844259,0.341838979,0.390233172,0.443026837,0.491421029,0.539815222,0.583809943,0.627804663,None
,2011-11-18,0.161460625,0.253849538,0.297844259,0.346238451,0.394632644,0.443026837,0.491421029,0.539815222,0.583809943,0.627804663,None
,2011-11-21,0.161460625,0.253849538,0.297844259,0.341838979,0.3858337,0.429828421,0.473823141,0.517817862,0.566212055,0.614606247,None
,2011-11-22,0.161460625,0.253849538,0.297844259,0.341838979,0.3858337,0.429828421,0.473823141,0.517817862,0.566212055,0.614606247,None
,2011-11-23,0.161460625,0.253849538,0.297844259,0.341838979,0.377034756,0.425428949,0.465024197,0.504619446,0.548614166,0.592608887,None
,2011-11-24,0.161460625,0.253849538,0.297844259,0.341838979,0.377034756,0.425428949,0.465024197,0.504619446,0.548614166,0.592608887,None
,2011-11-25,0.161460625,0.253849538,0.297844259,0.341838979,0.377034756,0.425428949,0.465024197,0.504619446,0.548614166,0.592608887,None
,2011-11-28,0.161460625,0.253849538,0.297844259,0.341838979,0.377034756,0.425428949,0.465024197,0.504619446,0.548614166,0.592608887,None
,2011-11-29,0.161460625,0.253849538,0.297844259,0.341838979,0.377034756,0.425428949,0.465024197,0.504619446,0.548614166,0.592608887,None
,2011-11-30,0.161460625,0.267047954,0.311042675,0.359436868,0.394632644,0.438627365,0.487021557,0.53541575,0.561812582,0.592608887,None
,2011-12-01,0.161460625,0.262648482,0.311042675,0.355037396,0.403431588,0.451825781,0.504619446,0.561812582,0.610206775,0.66300044,None
,2011-12-02,0.161460625,0.262648482,0.311042675,0.355037396,0.403431588,0.451825781,0.504619446,0.561812582,0.610206775,0.66300044,None
,2011-12-05,0.161460625,0.262648482,0.315442147,0.368235812,0.421029476,0.473823141,0.517817862,0.566212055,0.610206775,0.66300044,None
,2011-12-06,0.161460625,0.262648482,0.315442147,0.368235812,0.421029476,0.473823141,0.517817862,0.566212055,0.610206775,0.66300044,None
,2011-12-07,0.161460625,0.267047954,0.319841619,0.377034756,0.429828421,0.473823141,0.517817862,0.570611527,0.619005719,0.671799384,None
,2011-12-08,0.161460625,0.267047954,0.319841619,0.377034756,0.425428949,0.473823141,0.517817862,0.566212055,0.614606247,0.66300044,None
,2011-12-09,0.161460625,0.267047954,0.315442147,0.368235812,0.421029476,0.473823141,0.522217334,0.566212055,0.614606247,0.66300044,None
,2011-12-12,0.165860097,0.267047954,0.319841619,0.368235812,0.416630004,0.469423669,0.517817862,0.566212055,0.610206775,0.66300044,None
,2011-12-13,0.165860097,0.271447426,0.319841619,0.368235812,0.416630004,0.465024197,0.517817862,0.570611527,0.623405191,0.671799384,None
,2011-12-14,0.165860097,0.271447426,0.319841619,0.368235812,0.416630004,0.465024197,0.517817862,0.570611527,0.623405191,0.671799384,None
,2011-12-15,0.165860097,0.271447426,0.319841619,0.368235812,0.416630004,0.465024197,0.517817862,0.570611527,0.623405191,0.671799384,None
,2011-12-16,0.165860097,0.271447426,0.319841619,0.368235812,0.416630004,0.465024197,0.51341839,0.55741311,0.605807303,0.654201496,None
,2011-12-19,0.165860097,0.271447426,0.319841619,0.368235812,0.416630004,0.465024197,0.51341839,0.55741311,0.605807303,0.654201496,None
,2011-12-20,0.165860097,0.275846898,0.324241091,0.372635284,0.425428949,0.478222613,0.526616806,0.579410471,0.632204136,0.689397272,None
,2011-12-21,0.161460625,0.275846898,0.324241091,0.372635284,0.421029476,0.469423669,0.522217334,0.575010999,0.632204136,0.689397272,None
,2011-12-22,0.161460625,0.275846898,0.324241091,0.372635284,0.421029476,0.469423669,0.522217334,0.575010999,0.632204136,0.689397272,None
,2011-12-23,0.161460625,0.275846898,0.324241091,0.372635284,0.421029476,0.469423669,0.522217334,0.575010999,0.632204136,0.689397272,None
,2011-12-26,0.161460625,0.275846898,0.324241091,0.372635284,0.421029476,0.469423669,0.522217334,0.575010999,0.632204136,0.689397272,None
,2011-12-27,0.161460625,0.275846898,0.324241091,0.372635284,0.421029476,0.469423669,0.522217334,0.575010999,0.632204136,0.689397272,None
,2011-12-28,0.161460625,0.275846898,0.324241091,0.372635284,0.421029476,0.469423669,0.522217334,0.575010999,0.632204136,0.689397272,None
,2011-12-29,0.161460625,0.275846898,0.324241091,0.372635284,0.421029476,0.469423669,0.522217334,0.575010999,0.632204136,0.689397272,None
,2011-12-30,0.161460625,0.275846898,0.324241091,0.372635284,0.421029476,0.469423669,0.522217334,0.575010999,0.632204136,0.689397272,None
,2012-01-02,0.097445601,0.139072848,0.180700095,0.222327342,0.263954588,0.309366131,0.354777673,0.40397351,0.453169347,None,None
,2012-01-03,0.101229896,0.142857143,0.188268685,0.237464522,0.28666036,0.343424787,0.392620624,0.441816462,0.483443709,None,None
,2012-01-04,0.101229896,0.142857143,0.188268685,0.233680227,0.282876064,0.335856197,0.388836329,0.441816462,0.491012299,None,None
,2012-01-05,0.101229896,0.150425733,0.19962157,0.252601703,0.30179754,0.354777673,0.407757805,0.468306528,0.525070956,None,None
,2012-01-06,0.105014191,0.150425733,0.19962157,0.252601703,0.30179754,0.358561968,0.4115421,0.468306528,0.525070956,None,None
,2012-01-09,0.105014191,0.154210028,0.203405866,0.256385998,0.305581835,0.358561968,0.415326395,0.472090823,0.536423841,0.593188269,None
,2012-01-10,0.105014191,0.154210028,0.203405866,0.260170293,0.313150426,0.373699149,0.430463576,0.487228004,0.543992431,0.596972564,None
,2012-01-11,0.105014191,0.154210028,0.203405866,0.260170293,0.313150426,0.373699149,0.430463576,0.487228004,0.543992431,0.596972564,None
,2012-01-12,0.105014191,0.157994324,0.210974456,0.260170293,0.313150426,0.366130558,0.422894986,0.475875118,0.540208136,0.596972564,None
,2012-01-13,0.105014191,0.157994324,0.210974456,0.260170293,0.313150426,0.366130558,0.422894986,0.475875118,0.540208136,0.596972564,None
,2012-01-16,0.105014191,0.157994324,0.210974456,0.260170293,0.313150426,0.366130558,0.422894986,0.475875118,0.540208136,0.596972564,None
,2012-01-17,0.105014191,0.161778619,0.218543046,0.271523179,0.328287606,0.392620624,0.453169347,0.517502365,0.578051088,0.642384106,None
,2012-01-18,0.105014191,0.161778619,0.218543046,0.271523179,0.328287606,0.392620624,0.453169347,0.517502365,0.578051088,0.642384106,None
,2012-01-19,0.108798486,0.161778619,0.226111637,0.279091769,0.343424787,0.400189215,0.464522233,0.528855251,0.596972564,0.668874172,None
,2012-01-20,0.108798486,0.161778619,0.226111637,0.28666036,0.343424787,0.40397351,0.464522233,0.528855251,0.596972564,0.668874172,None
,2012-01-23,0.108798486,0.161778619,0.226111637,0.28666036,0.343424787,0.40397351,0.468306528,0.536423841,0.604541154,0.672658467,None
,2012-01-24,0.112582781,0.169347209,0.226111637,0.28666036,0.343424787,0.40397351,0.468306528,0.536423841,0.604541154,0.672658467,None
,2012-01-25,0.108798486,0.173131504,0.229895932,0.29422895,0.354777673,0.415326395,0.483443709,0.551561022,0.62346263,0.695364238,None
,2012-01-26,0.108798486,0.173131504,0.229895932,0.29422895,0.354777673,0.415326395,0.483443709,0.551561022,0.62346263,0.695364238,None
,2012-01-27,0.108798486,0.173131504,0.229895932,0.29422895,0.354777673,0.415326395,0.483443709,0.551561022,0.62346263,0.695364238,None
,2012-01-30,0.112582781,0.173131504,0.233680227,0.29422895,0.358561968,0.422894986,0.487228004,0.551561022,0.62346263,0.695364238,None
,2012-01-31,0.112582781,0.176915799,0.237464522,0.30179754,0.354777673,0.419110691,0.475875118,0.540208136,0.608325449,0.676442763,None
,2012-02-01,0.112582781,0.176915799,0.237464522,0.30179754,0.358561968,0.415326395,0.479659413,0.547776727,0.61589404,0.691579943,None
,2012-02-02,0.112582781,0.180700095,0.245033113,0.305581835,0.366130558,0.426679281,0.491012299,0.559129612,0.627246925,0.699148534,None
,2012-02-03,0.116367077,0.18448439,0.248817408,0.316934721,0.377483444,0.438032167,0.50614948,0.574266793,0.642384106,0.718070009,None
,2012-02-06,0.116367077,0.18448439,0.248817408,0.316934721,0.377483444,0.438032167,0.50614948,0.574266793,0.642384106,0.718070009,None
,2012-02-07,0.120151372,0.18448439,0.248817408,0.316934721,0.377483444,0.438032167,0.50614948,0.578051088,0.657521287,0.740775781,None
,2012-02-08,0.120151372,0.19205298,0.256385998,0.324503311,0.381267739,0.449385052,0.51371807,0.585619678,0.661305582,0.740775781,None
,2012-02-09,0.120151372,0.19205298,0.256385998,0.324503311,0.385052034,0.445600757,0.51371807,0.585619678,0.657521287,0.73320719,None
,2012-02-10,0.120151372,0.19205298,0.252601703,0.316934721,0.377483444,0.438032167,0.502365184,0.570482498,0.642384106,0.718070009,None
,2012-02-13,0.120151372,0.19205298,0.260170293,0.320719016,0.381267739,0.441816462,0.50614948,0.574266793,0.646168401,0.718070009,None
,2012-02-14,0.120151372,0.19205298,0.260170293,0.320719016,0.381267739,0.438032167,0.502365184,0.570482498,0.638599811,0.710501419,None
,2012-02-15,0.120151372,0.19205298,0.260170293,0.320719016,0.381267739,0.438032167,0.498580889,0.562913907,0.63103122,0.702932829,None
,2012-02-16,0.120151372,0.19205298,0.260170293,0.316934721,0.373699149,0.434247871,0.498580889,0.562913907,0.63103122,0.702932829,None
,2012-02-17,0.120151372,0.19205298,0.260170293,0.313150426,0.373699149,0.434247871,0.498580889,0.562913907,0.63103122,0.706717124,None
,2012-02-20,0.120151372,0.19205298,0.260170293,0.313150426,0.373699149,0.434247871,0.498580889,0.562913907,0.63103122,0.706717124,None
