timestamp,price_close,n_trades,volume
1483360200,1025,243,51.4339175800001
1483362000,1024.99,210,62.96140687
1483363800,1005.66,426,109.70251914
1483365600,1018.16,402,119.48359371
1483367400,1019.8,363,93.9751037
1483369200,1024.31,225,83.64152403
1483371000,1024.16,680,251.61251606
1483372800,1026.98,891,429.220996259997
1483374600,1029.4,381,219.085386469999
1483376400,1029.95,551,205.729565879999
1483378200,1025.9,585,173.457718769999
1483380000,1021.88,795,194.473123669999
1483381800,1024.03,801,172.511908979999
1483383600,1018.41,565,151.20469013
1483385400,1017.99,372,145.34634164
1483387200,1001.01,1015,761.186917989998
1483389000,999.98,919,541.206990129998
1483390800,1012.98,822,416.436464689997
1483392600,1011.25,340,168.51791115
1483394400,1012.2,352,144.70128708
1483396200,1014.34,458,120.04741212
1483398000,1013.8,579,140.78314438
1483399800,1019.01,491,187.448712979998
1483401600,1011.45,606,136.98504481
1483403400,1015.65,397,157.22019978
1483405200,1020.74,488,151.97462565
1483407000,1019.99,786,193.74503095
1483408800,1019.01,296,49.50343934
1483410600,1018,286,95.4445109
1483412400,1022.97,223,36.5664698000001
1483414200,1022.99,56,11.61851172
1483416000,1024.09,744,403.459739349998
1483417800,1019.6,532,187.370540729999
1483419600,1022.36,681,110.30716332
1483421400,1027.65,333,138.56799744
1483423200,1018.8,627,190.360709169999
1483425000,1019.07,586,117.29213578
1483426800,1013.16,615,189.361006429999
1483428600,1015.55,412,101.90156553
1483430400,1019.37,385,118.90605076
1483432200,1017.66,275,48.6392458400001
1483434000,1012.02,439,121.93228859
1483435800,1013.73,469,110.92491894
1483437600,1010.97,603,130.19854472
1483439400,1015.1,488,113.75152016
1483441200,1014.94,465,132.59660698
1483443000,1020,419,81.31919936
1483444800,1019.82,514,178.97416321
1483446600,1020.19,240,58.55567179
1483448400,1018.8,443,200.47719733
1483450200,1016.47,260,65.4240308
1483452000,1015,357,166.4927877
1483453800,1015.85,329,72.98568274
1483455600,1014.34,360,228.34689217
1483457400,1011.78,386,129.54379559
1483459200,1016.97,490,245.10057307
1483461000,1017.91,279,155.49820533
1483462800,1017.86,230,122.39605444
1483464600,1018.15,85,20.72980295
1483466400,1019.97,514,273.07884564
1483468200,1021,477,180.70850454
1483470000,1023.96,436,263.09798425
1483471800,1023.36,440,220.97301102
1483473600,1018.25,723,357.443479619999
1483475400,1020.2,509,156.59681095
1483477200,1025.82,454,331.572839959999
1483479000,1026.57,315,264.75958533
1483480800,1024.46,502,300.254798109999
1483482600,1025.86,335,117.09256363
1483484400,1028.54,788,445.966069279999
1483486200,1035.19,636,294.36041908
1483488000,1020.67,1253,771.868268369999
1483489800,1038.3,957,547.720452879999
1483491600,1036.55,461,162.95634278
1483493400,1039.95,241,53.11415813
1483495200,1038.99,397,157.49831911
1483497000,1046.53,409,477.935490149999
1483498800,1041.57,408,309.460759349999
1483500600,1046.39,356,196.12384573
1483502400,1046.74,661,450.260545399998
1483504200,1050,424,293.0279667
1483506000,1048.23,629,419.364869819999
1483507800,1060.83,598,578.97640356
1483509600,1062.96,532,345.71614165
1483511400,1060.28,305,157.83800218
1483513200,1062.53,316,182.34072223
1483515000,1065,165,110.85023457
1483516800,1062.92,344,160.27000782
1483518600,1063.99,270,96.20557346
1483520400,1060.01,301,101.85274308
1483522200,1065.21,280,99.0620066500002
1483524000,1070,218,109.48194248
1483525800,1072.09,265,122.06597382
1483527600,1079.99,340,174.00205861
1483529400,1087.86,431,156.26364689
1483531200,1084.62,699,273.66231055
1483533000,1092.65,551,187.85786507
1483534800,1094.91,474,289.866728209999
1483536600,1093.87,467,194.75297261
1483538400,1094.99,1152,554.095646689997
1483540200,1083.8,893,362.783188039999
1483542000,1089.41,791,466.559545049999
1483543800,1092.06,503,181.099239009999
1483545600,1087.64,683,430.02805075
1483547400,1098.04,620,298.19810628
1483549200,1103.58,789,519.043207329999
1483551000,1119.14,1011,787.055524159999
1483552800,1137,918,510.103288719998
1483554600,1136.99,554,377.750723769999
1483556400,1139.01,589,464.609118029998
1483558200,1119.09,701,370.771746859999
1483560000,1124.62,736,466.970968959999
1483561800,1123.85,566,333.996359269999
1483563600,1090.04,912,924.499444149998
1483565400,1108.2,1088,715.13915264
1483567200,1090.72,817,500.972984489999
1483569000,1118.25,631,310.22440196
1483570800,1136.1,1209,432.938592129996
1483572600,1133,1226,434.384427239995
1483574400,1130.3,1400,372.478467639994
1483576200,1128,1020,305.074716859998
1483578000,1090.57,1993,820.053764589995
1483579800,1101.1,1842,600.024096379993
1483581600,1120.32,565,133.75567494
1483583400,1115.02,306,42.60074206
1483585200,1126.5,386,182.84895605
1483587000,1136.55,928,233.369687639998
1483588800,1139.89,424,165.78030203
1483590600,1141.99,222,188.6329823
1483592400,1146.77,324,112.03635218
1483594200,1158.84,631,234.195340169999
1483596000,1163.01,906,372.541611819999
1483597800,1156.1,994,449.603569379998
1483599600,1157.89,717,220.841573059999
1483601400,1158.99,561,162.09855085
1483603200,1167.4,525,483.232693469999
1483605000,1140.9,802,433.211565520001
1483606800,1141.01,893,440.02242716
1483608600,1089.99,1435,891.319023239997
1483610400,1074.33,901,573.331850819998
1483612200,1112,659,374.463543219999
1483614000,1092.91,452,200.36545798
1483615800,1097.19,241,108.21276311
1483617600,1100.99,397,175.082017909999
1483619400,1072.08,860,364.826541589998
1483621200,981.22,1594,1256.15202210999
1483623000,994.42,2460,1824.23177106999
1483624800,970,1510,620.721860009993
1483626600,964.99,1528,600.228463419994
1483628400,960,1061,766.412296219995
1483630200,986,838,524.191831999997
1483632000,995.49,923,256.702882909999
1483633800,982,1106,720.854574779995
1483635600,966.82,1087,589.880930449996
1483637400,963.01,1059,494.154957339998
1483639200,976.97,1193,299.73838455
1483641000,984.25,1205,394.727205119998
1483642800,994.34,1142,298.952012069999
1483644600,960,788,402.585689279999
1483646400,970.22,1091,312.117614019997
1483648200,971.71,1352,236.915308919999
1483650000,974.98,753,282.273341619999
1483651800,968.84,649,274.240408669999
1483653600,969.87,558,231.559913489999
1483655400,988,489,460.05696696
1483657200,1015.09,864,625.33249097
1483659000,991.42,932,503.658712359998
1483660800,1007,617,203.19017279
1483662600,1014.5,396,135.59086171
1483664400,1023.8,620,216.02329455
1483666200,1024.98,493,213.05688615
1483668000,1020.43,644,179.45714855
1483669800,1003.47,683,334.323182839999
1483671600,962.19,849,574.017972859998
1483673400,973.94,382,273.07738975
1483675200,982,325,152.52829882
1483677000,977.03,473,137.122627820001
1483678800,975.8,286,64.7959719199999
1483680600,985,548,155.58085331
1483682400,982.38,349,176.65336121
1483684200,987.36,393,122.18531301
1483686000,983.47,324,88.7195733500003
1483687800,985.23,251,81.0275484200001
1483689600,983.06,306,127.4947657
1483691400,961.43,755,416.628695349997
1483693200,960.44,298,85.2520247800002
1483695000,944.59,552,421.15550342
1483696800,933.26,1148,737.164616209996
1483698600,923.75,610,280.655926829999
1483700400,926.61,417,278.09348415
1483702200,904.35,721,337.063151719998
1483704000,894.93,1305,764.900539989994
1483705800,884.22,1285,378.218613009994
1483707600,892,695,370.959372729999
1483709400,896.2,659,334.628017469998
1483711200,906,797,494.218425399998
1483713000,895.2,784,364.488878169998
1483714800,909.32,531,347.26644313
1483716600,918,635,439.569810709998
1483718400,917.13,589,260.540534109999
1483720200,915,456,325.094656739999
1483722000,905.68,812,361.877048739998
1483723800,908.16,760,285.412646289998
1483725600,916.08,774,205.511815529999
1483727400,904.85,671,298.77017451
1483729200,884.84,1245,686.526882189994
1483731000,898.37,1042,291.955875019998
1483732800,893.52,1050,354.788014119995
1483734600,882,519,263.89306521
1483736400,885.96,643,285.501446349998
1483738200,904,945,359.284316389999
1483740000,899.47,714,255.022507739999
1483741800,890.12,705,256.467880179998
1483743600,887.87,843,231.702057599998
1483745400,894.93,827,277.671207659999
1483747200,895.71,754,192.32052484
1483749000,903.49,491,131.85877567
1483750800,894.1,523,142.9079348
1483752600,899.03,685,99.6991998200005
1483754400,878,851,443.560698609998
1483756200,828.36,2362,1736.20893847999
1483758000,853.89,1253,577.336230709997
1483759800,825,807,359.895045919998
1483761600,836.75,1327,483.699865469994
1483763400,829.84,1234,324.673177069997
1483765200,845.83,1145,541.939312629994
1483767000,849.05,928,343.945100759995
1483768800,831.36,758,152.877781360001
1483770600,849.89,1059,182.253195109999
1483772400,851.59,1007,97.3819917800006
1483774200,837.94,555,106.861374770001
1483776000,843,751,122.379610380001
1483777800,838.02,645,140.38027797
1483779600,822.46,860,237.160147959999
1483781400,843,421,105.790971490001
1483783200,897.51,1183,240.658508909999
1483785000,881.74,930,181.422137209999
1483786800,885,452,52.5222061899999
1483788600,883.88,345,73.18134381
1483790400,879.26,326,57.7108836999998
1483792200,893.09,650,158.80496591
1483794000,888.81,688,146.08666391
1483795800,867.4,596,172.1882834
1483797600,880.36,425,92.6786060399999
1483799400,885.14,399,68.7424747700003
1483801200,896.84,336,169.28849575
1483803000,890.07,381,113.61178899
1483804800,891.99,354,174.9441818
1483806600,903.09,675,592.003902969997
1483808400,900,666,271.879281969999
1483810200,903.99,501,158.00600469
1483812000,905.98,359,187.15259114
1483813800,891.78,936,356.124485889997
1483815600,899.2,664,145.75876598
1483817400,904.91,583,125.85927648
1483819200,897.04,619,133.47503027
1483821000,900.76,521,102.98432812
1483822800,900.62,535,119.642003030001
1483824600,899.07,560,195.967881489999
1483826400,897.79,436,98.3255635400002
1483828200,904.98,370,151.54339222
1483830000,903.45,834,186.470400899999
1483831800,903.7,792,183.188309549999
1483833600,909,617,176.14723822
1483835400,905.71,437,116.46472201
1483837200,901.38,698,145.74183285
1483839000,905.96,576,114.72474916
1483840800,905.99,346,52.9126893500001
1483842600,910,604,170.27442594
1483844400,929.99,603,235.44889089
1483846200,929.1,763,215.055222760001
1483848000,932.19,451,130.2543752
1483849800,940.6,534,168.18376861
1483851600,947.98,377,173.25638893
1483853400,952.15,433,220.686015599999
1483855200,944.2,699,216.918170139999
1483857000,945.36,389,91.6200452600002
1483858800,947.87,425,102.09484938
1483860600,947.23,494,65.95026522
1483862400,929.95,416,201.16391311
1483864200,934.02,277,63.6586381100001
1483866000,936.23,250,68.1082445899999
1483867800,940.92,153,26.09834919
1483869600,936.99,171,44.6379349
1483871400,930.99,206,73.3443369999999
1483873200,937.89,155,11.19847219
1483875000,934.26,154,21.52544766
1483876800,915.09,349,70.5195751899999
1483878600,923.2,200,36.4445793
1483880400,918.89,251,43.28015617
1483882200,932.87,325,126.48930983
1483884000,927.52,142,41.12367707
1483885800,929.34,330,130.92177575
1483887600,927.99,365,92.20985145
1483889400,912.59,597,184.387367339999
1483891200,918.6,525,88.2883693100003
1483893000,915.99,440,68.34686136
1483894800,907.69,591,182.3074843
1483896600,902.22,461,134.45095253
1483898400,914,586,265.04551252
1483900200,917.46,294,61.08129883
1483902000,914.06,342,74.99401001
1483903800,914.06,212,54.87565161
1483905600,913.69,572,96.5929083500002
1483907400,915.98,469,119.38975709
1483909200,917.99,246,93.6906054000001
1483911000,923.29,288,97.6845929599999
1483912800,919.78,344,82.7813104400001
1483914600,921.71,255,94.5523336900001
1483916400,919.99,246,90.2919656000001
1483918200,916.6,371,180.93882862
1483920000,923.33,356,169.99301632
1483921800,915,352,98.85613213
1483923600,904.01,569,265.107648679999
1483925400,908.06,499,167.28775128
1483927200,891.14,837,312.232097109998
1483929000,900.37,620,191.259302449998
1483930800,898.99,346,125.85253259
1483932600,898.99,447,65.6771613899998
1483934400,898.84,254,80.8499649199999
1483936200,889.23,962,135.72425789
1483938000,898.92,450,81.7508194900003
1483939800,898.85,236,182.17920888
1483941600,901.02,209,60.2126817299999
1483943400,900.1,100,26.21766
1483945200,899.21,236,66.5966156499999
1483947000,898.5,205,57.9141735499998
1483948800,891.77,380,70.41389382
1483950600,893.91,413,120.254260000001
1483952400,896,342,52.5965103699999
1483954200,886.5,303,79.1350265000001
1483956000,890.09,288,32.6785409000001
1483957800,898.5,322,33.6422315600002
1483959600,906.72,421,391.43155011
1483961400,908.03,165,39.81267094
1483963200,908,276,90.8767030000006
1483965000,907.71,183,32.47845641
1483966800,905.12,211,101.66874484
1483968600,906.83,222,57.38815919
1483970400,903.5,347,128.12682074
1483972200,905.29,240,76.12808327
1483974000,903.01,283,79.52170167
1483975800,902.02,289,87.8778075200001
1483977600,901.59,269,125.34640495
1483979400,893.49,346,224.625533959999
1483981200,893.91,244,146.72989482
1483983000,895,359,107.05933478
1483984800,894.91,456,118.00641891
1483986600,893.07,567,181.080588819999
1483988400,894,333,135.90210331
1483990200,895,194,107.75326295
1483992000,895,321,137.551420680001
1483993800,898.5,281,127.16833247
1483995600,897.35,567,147.76708193
1483997400,900,393,97.3739101900003
1483999200,902,353,104.03449719
1484001000,899.04,405,112.23286329
1484002800,903.95,755,169.34738361
1484004600,905.41,811,376.426818069999
1484006400,902.66,426,99.4231031600002
1484008200,903.99,303,97.2752235700003
1484010000,905.99,282,170.65989763
1484011800,911.61,382,226.64437419
1484013600,910.52,362,131.76234978
1484015400,910.58,25,7.57496388
1484017200,911.8,258,102.34334362
1484019000,910.84,297,169.24771295
1484020800,906.95,439,161.48902833
1484022600,905.24,289,141.25076301
1484024400,903.51,410,131.89667504
1484026200,904,340,59.71889428
1484028000,900.42,306,131.93194535
1484029800,902.35,389,58.2497167099998
1484031600,903.13,568,83.4027678799999
1484033400,906.01,385,70.5990150599998
1484035200,904.03,459,75.98073669
1484037000,908.97,272,81.8796573500001
1484038800,908.97,183,59.0911463000001
1484040600,911.99,205,46.4662618200001
1484042400,914.21,204,97.9763644500001
1484044200,914.99,308,86.7554977600004
1484046000,914.95,228,88.4062363800001
1484047800,912.65,220,52.91500115
1484049600,908.94,492,69.7248739
1484051400,908,267,62.20451302
1484053200,910.99,246,82.90371016
1484055000,911.37,254,65.8588630099999
1484056800,909.09,338,113.68464829
1484058600,906.06,615,218.490891049999
1484060400,902.2,416,158.52968339
1484062200,903.44,408,185.56311454
1484064000,902.82,555,153.13041726
1484065800,904.11,267,165.74033878
1484067600,904.51,484,189.79279391
1484069400,901.76,572,294.993820309999
1484071200,904.85,476,151.78354548
1484073000,903.29,722,261.693483709999
1484074800,904.49,610,250.367186579999
1484076600,902.11,469,165.50411081
1484078400,902.08,526,235.42251294
1484080200,905.04,587,175.34179432
1484082000,906.69,690,414.192949069999
1484083800,910.99,395,267.863611079999
1484085600,910.8,485,254.93797049
1484087400,910.09,497,199.32516568
1484089200,907.26,607,217.514676169999
1484091000,907.53,511,224.66755202
1484092800,907,672,313.290647499999
1484094600,908.64,858,397.203411559997
1484096400,906.02,562,135.53157696
1484098200,910.31,730,254.22127812
1484100000,911.4,400,145.09238736
1484101800,914.3,759,171.58044753
1484103600,911.86,610,141.0695602
1484105400,910.03,380,76.1110875100001
1484107200,912.45,465,115.21036729
1484109000,912.99,303,59.57657517
1484110800,912.97,349,94.0380450700002
1484112600,919.64,561,237.053230419999
1484114400,920.94,198,140.17273947
1484116200,921.8,195,99.2284554000001
1484118000,916,296,187.431240779999
1484119800,916,107,87.11787208
1484121600,916.22,570,126.853821180001
1484123400,914.97,243,51.69009859
1484125200,917.7,335,85.6123741700001
1484127000,860.56,1875,1397.62897072999
1484128800,869.9,1497,747.045610089994
1484130600,877.6,1015,390.518563749997
1484132400,872.86,612,179.69118995
1484134200,837.16,1083,489.788131589999
1484136000,846.92,1385,604.541536659996
1484137800,817.62,3669,1279.15718394999
1484139600,815.76,1767,663.379071279994
1484141400,816.99,1141,828.129784749997
1484143200,822.04,744,648.079928049997
1484145000,812.98,1107,609.414355979997
1484146800,811.96,839,517.811987479998
1484148600,810,481,332.77950084
1484150400,805.02,1252,585.599912299993
1484152200,806.27,641,432.475311649999
1484154000,816.03,1132,747.733220549994
1484155800,785.65,1850,1282.56887466999
1484157600,770.75,1082,881.537680469996
1484159400,784.03,1034,821.150741139995
1484161200,787.26,944,438.660793309998
1484163000,799,490,383.629109559999
1484164800,809.51,770,507.982882779998
1484166600,809.99,457,331.585529329999
1484168400,793.04,884,407.131697489998
1484170200,799.41,452,173.38434983
1484172000,791.04,598,275.832150699999
1484173800,797.24,447,116.23792764
1484175600,797.41,393,139.80801747
1484177400,801.5,670,262.444490969999
1484179200,795.77,948,363.112210459998
1484181000,793.51,1524,743.645994289994
1484182800,781.31,952,520.836355719998
1484184600,778.99,692,253.023312159999
1484186400,786.48,1040,590.643703409998
1484188200,788.41,436,134.05555747
1484190000,777.02,477,207.335884559999
1484191800,786.44,1061,610.633130989995
1484193600,789.5,587,225.48037104
1484195400,785.34,514,207.793187839999
1484197200,784.66,655,146.22096281
1484199000,783.51,412,109.23868783
1484200800,777.41,479,152.13696219
1484202600,768.88,597,182.40642036
1484204400,775.97,676,248.305618459999
1484206200,760.99,1299,860.113935039996
1484208000,757.95,1675,485.275048119996
1484209800,772.35,548,172.65526502
1484211600,766.34,465,136.970485630001
1484213400,766.45,354,99.0435826800001
1484215200,764.15,314,95.4440292600004
1484217000,766.64,527,119.055343160001
1484218800,775,643,171.120304690001
1484220600,771.41,483,175.89263584
1484222400,769.97,423,140.02589045
1484224200,777.99,364,107.40798913
1484226000,773.13,572,178.31132092
1484227800,782.99,354,160.53022788
1484229600,784,299,191.76547729
1484231400,784.18,175,111.46152752
1484233200,789,189,156.16741065
1484235000,803,342,317.665406169999
1484236800,801.25,854,352.507513529998
1484238600,802.89,240,187.46132186
1484240400,805,1148,736.417409799996
1484242200,805.9,580,430.390528349998
1484244000,808.51,421,169.99258014
1484245800,808.99,378,167.36173007
1484247600,813.99,578,330.395140599999
1484249400,812.64,197,100.02556638
1484251200,819.83,391,289.955251409999
1484253000,821.43,465,307.08056381
1484254800,824.74,203,141.56673768
1484256600,829.24,321,285.76314533
1484258400,834.7,436,332.718097369999
1484260200,832.51,470,260.396798069999
1484262000,822.25,1059,599.355915659998
1484263800,822.69,574,244.309262419999
1484265600,812.25,527,254.10328406
1484267400,815.5,235,143.07965787
1484269200,815.73,425,192.009446649999
1484271000,817.11,115,56.49702416
1484272800,815.35,286,129.07196526
1484274600,818.48,207,186.89593845
1484276400,817.12,258,132.94633743
1484278200,809.98,616,317.576609569999
1484280000,800.89,576,392.18064723
1484281800,802.8,707,480.080336869998
1484283600,801.45,235,140.01932864
1484285400,794.49,306,135.88681017
1484287200,792.52,782,480.387928849998
1484289000,798.49,546,264.650127429999
1484290800,792.19,365,156.56617419
1484292600,788.58,264,98.8818140100001
1484294400,785.04,270,91.42332668
1484296200,790.67,389,91.24935035
1484298000,793.23,247,99.2231135000004
1484299800,791.22,437,139.08164218
1484301600,803.94,546,99.28770953
1484303400,806.22,364,64.8561785700001
1484305200,804,705,203.36608098
1484307000,800.45,930,369.397264929998
1484308800,806.29,1046,316.253991349997
1484310600,799.81,910,307.408239569998
1484312400,802.04,908,286.852657159998
1484314200,806.69,417,114.12195604
1484316000,806.2,753,348.554977469998
1484317800,807.35,408,165.03569411
1484319600,814.35,890,361.370990709998
1484321400,831.38,699,476.347672249999
1484323200,822.78,706,332.234468359998
1484325000,829.07,276,141.0902402
1484326800,831.99,678,394.035708959998
1484328600,826.38,679,366.017936999999
1484330400,829.65,473,248.94657884
1484332200,825.99,308,121.79773276
1484334000,826.88,552,187.33760013
1484335800,834.36,504,186.65555648
1484337600,822.1,731,348.059235399999
1484339400,829.39,742,247.705221319998
1484341200,827,279,99.7471116100001
1484343000,829.92,279,157.67217002
1484344800,829.3,317,169.67954259
1484346600,829.72,387,269.100365539999
1484348400,830.17,480,220.45367951
1484350200,830.79,173,101.38645397
1484352000,831.42,123,60.19311517
1484353800,835.67,424,224.551611019999
1484355600,840.19,271,124.43896819
1484357400,836.74,405,278.778240379998
1484359200,845.53,481,127.86806089
1484361000,839.07,412,136.52445288
1484362800,837.8,299,172.17069246
1484364600,836.97,352,96.82389848
1484366400,832.01,320,76.1726293200001
1484368200,834.47,150,75.29956974
1484370000,834.64,188,88.97693184
1484371800,837.06,104,42.8298658100001
1484373600,835.73,153,62.76458145
1484375400,829.9,759,444.176875849998
1484377200,831.68,399,72.2757244400002
1484379000,831.65,265,74.2017652700001
1484380800,829.92,321,71.3463852799999
1484382600,831.5,202,32.8211111
1484384400,835.55,229,65.3589913399999
1484386200,835.15,340,47.47292861
1484388000,834.21,113,19.869622
1484389800,835.03,343,64.6913697399997
1484391600,830.75,311,60.97963161
1484393400,836.8,231,31.80890582
1484395200,837.01,238,36.77754742
1484397000,837.98,102,26.31100944
1484398800,838.99,113,38.8549997
1484400600,839,32,54.20597867
1484402400,827.5,358,85.3442823000002
1484404200,833.2,181,64.9979271399999
1484406000,829.44,284,70.90687396
1484407800,836.5,308,84.84172984
1484409600,836.99,131,76.36227398
1484411400,835,222,125.68266822
1484413200,837,88,49.14065249
1484415000,832.85,490,193.031136569999
1484416800,835.43,114,64.54249801
1484418600,837.03,61,49.55980736
1484420400,837.94,139,61.3614227
1484422200,836.58,119,43.66291276
1484424000,836.33,350,130.5740558
1484425800,837.98,406,84.8142631599999
1484427600,835,424,107.16715063
1484429400,836.01,271,70.8245684500001
1484431200,827.95,611,269.755434849999
1484433000,828.7,308,55.4284271999999
1484434800,824.38,460,251.941032139999
1484436600,829.62,215,90.3083504700001
1484438400,828,244,95.7339588300004
1484440200,828.75,163,69.93123267
1484442000,832,175,111.59400855
1484443800,832,149,54.84985728
1484445600,828.76,281,95.0759184599999
1484447400,828.86,93,42.42543612
1484449200,828.07,250,81.6741855400002
1484451000,826.56,154,65.5379980199999
1484452800,829.69,168,101.42177766
1484454600,829.74,40,54.05201723
1484456400,828.7,224,59.1965886399998
1484458200,826.6,88,65.67056697
1484460000,827,92,48.95715018
1484461800,825.48,122,48.07720501
1484463600,825.47,47,36.27166023
1484465400,825.49,51,33.22391425
1484467200,824.05,47,27.18652892
1484469000,824.11,28,19.74455477
1484470800,824.25,45,26.91267969
1484472600,824.45,26,17.2270797
1484474400,825.09,90,58.75861304
1484476200,826.02,141,101.73675729
1484478000,826.01,63,30.71024253
1484479800,824.52,81,20.82983542
1484481600,824.02,73,26.57794876
1484483400,826.01,97,7.14494858999999
1484485200,826.03,34,22.56613393
1484487000,826.02,79,16.12825832
1484488800,826.04,39,23.8278288
1484490600,825.09,91,23.00476293
1484492400,824.02,73,52.22931181
1484494200,824.07,76,60.93468673
1484496000,824.99,115,71.62302329
1484497800,826.17,82,113.88022314
1484499600,824.94,160,118.90998035
1484501400,822.96,133,139.65371032
1484503200,821.61,239,62.73703173
1484505000,821.1,261,87.7399506400001
1484506800,824.42,231,69.08859894
1484508600,824.48,122,32.38525069
1484510400,825.13,109,34.38869241
1484512200,823.99,285,71.9658964400002
1484514000,824.78,399,108.13686135
1484515800,826.49,300,64.6814931300001
1484517600,827.99,179,58.53064431
1484519400,829.29,488,81.8151925099998
1484521200,828.97,448,97.6913880500005
1484523000,830,262,131.16276068
1484524800,833.31,328,94.0446626000001
1484526600,832.75,161,83.5531411400001
1484528400,833.31,137,154.00811429
1484530200,834.13,59,76.50889427
1484532000,834.99,259,153.26576391
1484533800,837.69,349,169.41876652
1484535600,838.97,252,76.69762302
1484537400,837.97,133,87.89710114
1484539200,838.98,110,63.42686619
1484541000,838.94,160,71.24568552
1484542800,838.99,179,97.41080667
1484544600,837.7,145,66.6607188900001
1484546400,838.28,164,75.93726639
1484548200,838.89,57,37.20023558
1484550000,839.1,37,42.8071162
1484551800,839.1,26,22.91457732
1484553600,839.12,59,42.29320573
1484555400,837.3,214,58.51409377
1484557200,838.24,128,41.48096387
1484559000,840,106,50.54945646
1484560800,839,17,14.01749626
1484562600,835.19,139,59.74001327
1484564400,835.23,8,5.63554675
1484566200,828.95,154,37.4397883500001
1484568000,828.17,226,90.15489952
1484569800,827.7,355,129.95922755
1484571600,829.46,152,33.2054685
1484573400,834.26,110,9.86284169999999
1484575200,834.25,158,67.2884413199999
1484577000,831.4,207,70.34690041
1484578800,832.87,253,102.09770524
1484580600,834.4,106,78.51948093
1484582400,834.99,111,42.98823939
1484584200,833.99,143,61.07822553
1484586000,833.99,109,55.56383102
1484587800,834,61,46.95141861
1484589600,833.98,145,101.84314073
1484591400,833.91,226,76.53320053
1484593200,833.39,212,88.6544179200001
1484595000,833.97,159,53.11423983
1484596800,834.25,433,92.3404215900006
1484598600,834.62,443,100.89459066
1484600400,833.54,236,81.26925272
1484602200,832.64,298,75.9123895199999
1484604000,832.84,348,66.21009875
1484605800,832.01,294,64.44390942
1484607600,833.99,234,37.2604485
1484609400,831.89,267,103.32135997
1484611200,834.41,338,110.45453908
1484613000,833.59,214,45.27271421
1484614800,833.77,63,38.11191546
1484616600,833.84,69,45.67666323
1484618400,833.95,174,43.75160372
1484620200,833.97,42,13.58463647
1484622000,834.98,123,51.37541022
1484623800,844.36,479,353.864131039999
1484625600,853,374,190.09876742
1484627400,861,487,305.30916552
1484629200,866.63,450,344.290536329999
1484631000,862.78,385,232.935669239999
1484632800,865,143,66.69510771
1484634600,865,154,130.88014238
1484636400,866.49,98,20.90459344
1484638200,883.3,475,394.717586209999
1484640000,891.52,362,215.8568952
1484641800,893.1,477,250.910939359999
1484643600,883.13,593,202.86621583
1484645400,888.82,233,65.0182269399999
1484647200,887.08,172,42.29162534
1484649000,892.51,309,110.06889995
1484650800,890.33,176,41.23937297
1484652600,889.03,187,33.73567859
